% Flag	PWM	Center	3dB_BeamWidth	3dB_Gain	5dB_BeamWidth	5dB_Gain	10dB_BeamWidth	10dB_Gain	Max_dBm	
% 1	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 2	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 3	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 4	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 5	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 6	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 7	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 8	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 9	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 10	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 11	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 12	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 13	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 14	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 15	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 16	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 17	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 18	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 19	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 20	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 21	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 22	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 23	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 24	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 25	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
% 26	400	-25.493	2.048	38.689	None	2.57	36.714	None	3.555	33.897	None	0.093	
%
Timestamp,UAS_lat,UAS_lon,UAS_alt,Flag,P_az,P_el,dBm,dBi
1597237906.3519938,55.47593144611283,10.325828871035602,211.03538871727807,1,-1.2531929374708128,-2.960354388171363,-39.05358228338825,37.25
1597237906.4519937,55.47593135152388,10.32583303294928,211.04,1,-1.2230059822122907,-2.9598799866690855,-38.95111810809072,37.35
1597237906.5519936,55.47593124710596,10.325837680231512,211.04,1,-1.1893032006847069,-2.9598994542231316,-38.922656654374016,37.38
1597237906.6519935,55.47593114418259,10.325842311783472,211.04,1,-1.1557140589698203,-2.959924554859867,-38.94305149078369,37.36
1597237906.7519934,55.47593099986585,10.325846553018254,211.04500670723323,1,-1.1249358850861084,-2.9591694306591134,-38.76705165863037,37.54
1597237906.8519933,55.47593085585665,10.325850786450506,211.05,1,-1.0942133707777584,-2.9584163428679635,-38.783413013012236,37.52
1597237906.9519932,55.475930762218006,10.325855000189634,211.05,1,-1.0636521364847265,-2.9584391865312156,-38.74912376403808,37.56
1597237907.0519931,55.47593063581531,10.3258592762479,211.05,1,-1.0326285734701837,-2.9583057128069847,-38.68598910784584,37.62
1597237907.151993,55.47593043329997,10.32586390075056,211.04666499875597,1,-0.9990575583891474,-2.9581846176594904,-38.59001332117272,37.71
1597237907.251993,55.47593024993122,10.32586915309531,211.04,1,-0.960943568425109,-2.9585834802740196,-38.3995372027808,37.91
1597237907.3519928,55.47593009132593,10.325873845166566,211.04,1,-0.926890792595314,-2.958337643832826,-38.320493099437876,37.98
1597237907.4519928,55.475929950970006,10.32587810634953,211.04,1,-0.8959652833797355,-2.958132774843813,-38.2829938461654,38.02
1597237907.5519927,55.475929811864155,10.325882383056552,211.04,1,-0.864926670454311,-2.9579359524894575,-38.26280117034912,38.04
1597237907.6519926,55.4759296057372,10.32588702091307,211.04,1,-0.8312463239535487,-2.9574465253419495,-38.257997035980225,38.05
1597237907.7519925,55.47592940103677,10.325891626672568,211.04,1,-0.7977971602119233,-2.9569604682481394,-38.29799699783325,38.01
1597237907.8519924,55.47592921621853,10.325895743192216,211.03581092678297,1,-0.7679013309858692,-2.956958699637868,-38.26935730848654,38.04
1597237907.9519923,55.47592907036376,10.325899603994607,211.03,1,-0.7398723858831528,-2.95729284742443,-38.27154346102628,38.03
1597237908.0519922,55.475928973602926,10.325903293934132,211.02868014637474,1,-0.713096439427218,-2.9573784165504122,-38.180176162719725,38.12
1597237908.151992,55.47592873160861,10.325908738806328,211.01658043038327,1,-0.6735521031518197,-2.9580804298341326,-38.043722011871715,38.26
1597237908.251992,55.47592849486477,10.325914065542813,211.0047432381936,1,-0.6348625968140971,-2.9587672597303274,-38.14689638077289,38.16
1597237908.351992,55.47592828824244,10.325918658666184,211.0,1,-0.6014954744732437,-2.9587706105056095,-38.18910964000669,38.12
1597237908.4519918,55.47592809806213,10.325922893602156,210.9949031063175,1,-0.5707291030841468,-2.9588516939518246,-38.22919673919678,38.08
1597237908.5519917,55.47592789218725,10.32592752578684,210.98460936257726,1,-0.5370776546509572,-2.9594490415982344,-38.296443604425356,38.01
1597237908.6519916,55.47592768899986,10.325932042003034,210.974449993105,1,-0.5042655157167525,-2.960032166441176,-38.30953335827361,38.0
1597237908.7519915,55.47592749936864,10.325936264205643,210.96496843190312,1,-0.4735876754331362,-2.960577267445654,-38.06079966313782,38.24
1597237908.8519914,55.47592731110686,10.325940500095733,210.95555534281465,1,-0.4428093252761197,-2.961123604523549,-38.14144470038108,38.16
1597237908.9519913,55.47592716230596,10.325944658537754,210.95,1,-0.41260655341399455,-2.9614508783180917,-38.0927853171915,38.21
1597237909.0519912,55.47592704746028,10.325948608413468,210.94737301420315,1,-0.3839285385938323,-2.9616143971024274,-38.07855512619018,38.23
1597237909.1519911,55.475926891372474,10.325952383924928,210.93956862367443,1,-0.35649656453021256,-2.9620980878759324,-38.07668138804843,38.23
1597237909.251991,55.47592677257262,10.325957670518275,210.933628631152,1,-0.3181277949994916,-2.9627471263653273,-37.910015099823454,38.39
1597237909.351991,55.475926627551985,10.325962530080435,210.93,1,-0.2828407203519075,-2.9629715878866625,-37.91806378859166,38.39
1597237909.4519908,55.47592646311961,10.325967059617419,210.92631196128963,1,-0.24993552932220073,-2.963066975564055,-37.871365814208986,38.43
1597237909.5519907,55.47592635461162,10.325971942476857,210.92,1,-0.21449568408361305,-2.9637597002761216,-37.82776220321656,38.48
1597237909.6519907,55.475926248461576,10.32597671922905,210.92,1,-0.1798246730597189,-2.9637856641094023,-37.793231800405316,38.51
1597237909.7519906,55.47592614598032,10.325981330885961,210.92,1,-0.14635191488056107,-2.9638107327848684,-37.72777057647705,38.58
1597237909.8519905,55.47592605241643,10.32598554126056,210.92,1,-0.1157917536666434,-2.9638336219900987,-37.615770683288574,38.69
1597237909.9519904,55.47592596623628,10.325989419367223,210.92,1,-0.08764328477348708,-2.9638547065842618,-37.63967117482609,38.67
1597237910.0519903,55.475925876325284,10.32599311024149,210.91921084278937,1,-0.06084981448901591,-2.963918658972848,-37.632149836702105,38.67
1597237910.1519902,55.47592569422911,10.3259985731266,210.9131409704444,1,-0.021167079680516235,-2.964285911205304,-37.61730352258872,38.69
1597237910.25199,55.475925554572534,10.32600339880858,210.90545725322602,1,0.013876908654032183,-2.9649612620782078,-37.74685813354059,38.56
1597237910.35199,55.4759254028958,10.326007984844663,210.8951447896385,1,0.04719155864028578,-2.9658261793344836,-37.66811810909801,38.64
1597237910.45199,55.475925247720276,10.326012600307678,210.88477202800345,1,0.08072246913924712,-2.9666834484846283,-37.71259345336975,38.59
1597237910.5519898,55.47592515339531,10.326016750606465,210.87533953075985,1,0.11085028714657404,-2.9676911890748574,-37.69816970825195,38.61
1597237910.6519897,55.47592504931832,10.326021329993933,210.87,1,0.14409278064523748,-2.968268162946594,-37.650543931876165,38.65
1597237910.7519896,55.47592494641189,10.326025911465006,210.8646411888751,1,0.17734986434514238,-2.9688532655933884,-37.71872665405273,38.59
1597237910.8519895,55.47592485417695,10.32603001621434,210.85541769468637,1,0.20714723490235365,-2.969844112612458,-37.65472671508789,38.65
1597237910.9519894,55.4759248,10.326034110874794,210.85,1,0.23684929305978314,-2.9706220713973597,-37.65241763988817,38.65
1597237911.0519893,55.47592472126992,10.326038671426883,210.84212699163507,1,0.2699414503654061,-2.971590847414906,-37.67695655822754,38.63
1597237911.1519892,55.47592455457073,10.326043398887816,210.83454292685317,1,0.30429430044878775,-2.972109393261379,-37.68871403768173,38.62
1597237911.2519891,55.4759245,10.32604805927457,210.8450206101527,1,0.3380908673651798,-2.971273329126512,-37.655106201171876,38.65
1597237911.351989,55.47592444416113,10.32605275691005,210.85,1,0.3721581260040043,-2.971015678987082,-37.783106079101564,38.52
1597237911.451989,55.47592434895837,10.326056996873081,210.85510416240237,1,0.4029322158472821,-2.970495084313413,-37.73355904894115,38.57
1597237911.5519888,55.475924254030424,10.326061222661341,210.86,1,0.4336029936005036,-2.96999620843822,-37.78678039550781,38.52
1597237911.6519887,55.475924150471364,10.32606577926006,210.86,1,0.46667687357462995,-2.9700095247678764,-37.88581552565498,38.42
1597237911.7519886,55.475924046770494,10.326070342098216,210.86,1,0.49979569448754696,-2.9700228615378883,-37.814243893098244,38.49
1597237911.8519886,55.47592395299382,10.32607442126595,210.86,1,0.5294042134976175,-2.970029452935493,-37.88511004813432,38.42
1597237911.9519885,55.475923859425784,10.32607848526552,210.86,1,0.5589024272218621,-2.970035322430977,-37.80521373748779,38.5
1597237912.0519884,55.4759238,10.32608263376744,210.86348583509323,1,0.5889888138912476,-2.9698535403564055,-37.77999354756918,38.52
1597237912.1519883,55.4759238,10.32608707131104,210.87,1,0.6211276511901277,-2.969682439550276,-37.85582489013672,38.45
1597237912.2519882,55.4759237458461,10.326092182771479,210.86458461027578,1,0.6581870552649985,-2.970578581254495,-37.981195240020746,38.32
1597237912.351988,55.475923642022174,10.326096751024421,210.85420221722475,1,0.6913469022113515,-2.9716878123397943,-38.02119520187378,38.28
1597237912.451988,55.4759236,10.326100937371434,210.83937558438723,1,0.7217019524029852,-2.9735302143742737,-38.08615129470825,38.22
1597237912.551988,55.4759235518947,10.326105116632998,210.83,1,0.7520062110606869,-2.974766053050317,-38.11576097488403,38.19
1597237912.6519878,55.4759235,10.326109241907512,210.825716494157,1,0.7819183999972991,-2.9754392033545596,-38.10552196502685,38.2
1597237912.7519877,55.47592346253124,10.326113348625478,210.8162531239124,1,0.811688785071863,-2.976728940708596,-38.09289125214145,38.21
1597237912.8519876,55.4759234,10.326117768577701,210.8062077779512,1,0.8437444450251685,-2.9779914669848426,-38.18966548290402,38.12
1597237912.9519875,55.475923358523616,10.326122366437204,210.79585236176774,1,0.8770731426898865,-2.9794124919064346,-38.278957336376,38.03
1597237913.0519874,55.47592325579233,10.32612694513736,210.78557923326926,1,0.9103056033745354,-2.980516926713216,-38.34991224646361,37.95
1597237913.1519873,55.4759232,10.32613164761952,210.78,1,0.94439701862508,-2.9813745214574516,-38.38766230719831,37.92
1597237913.2519872,55.47592315432895,10.326135809525953,210.78,1,0.9745620578749249,-2.981630799126144,-38.380398979187014,37.92
1597237913.3519871,55.47592305117223,10.32614039724977,210.78488277726447,1,1.0078467148745416,-2.981134368295519,-38.38839897155762,37.92
1597237913.451987,55.47592294767704,10.326145054533317,210.79,1,1.0416339955742349,-2.9806196009835744,-38.4480550823505,37.86
1597237913.551987,55.47592285311784,10.3261492628153,210.79468821659077,1,1.072163700922764,-2.9801424783404475,-38.56375999669593,37.74
1597237913.6519868,55.4759228,10.326153927593165,210.8,1,1.1059652315108084,-2.9798594448876776,-38.688701234776794,37.62
1597237913.7519867,55.47592274453146,10.326158596084284,210.80554685396285,1,1.1397933864118974,-2.9795403128859497,-38.753533923935144,37.55
1597237913.8519866,55.47592265114596,10.326162749577628,210.81,1,1.1699223466303954,-2.9790875120040843,-38.824399945933465,37.48
1597237913.9519866,55.47592255846416,10.32616686911274,210.81,1,1.1998082819730334,-2.9791043003602447,-38.85871675491333,37.45
1597237914.0519865,55.475922441277646,10.326170791891759,210.81,1,1.2282885916368982,-2.978975919748915,-38.90364216756673,37.4
1597237914.1519864,55.475922279988424,10.326174493676671,210.80933294756082,1,1.2552043830728055,-2.9786721551145647,-38.96070887939419,37.34
1597237914.2519863,55.475922102398044,10.326179762191282,210.80341326822247,1,1.2934764950888868,-2.979023750106253,-39.00039771656662,37.3
1597237914.3519862,55.475921960173935,10.326184592172842,210.8,1,1.3285445515677747,-2.979236260215886,-39.04072023518825,37.26
1597237914.451986,55.47592183215354,10.326188792622194,210.8,1,1.3590419007861028,-2.9790861246926283,-39.13622440338135,37.17
1597237914.551986,55.47592162788666,10.32619332255001,210.7963943333141,1,1.391988441447308,-2.978974424674497,-39.12292135652401,37.18
1597237914.651986,55.475921445123205,10.3261986694558,210.79,1,1.4308324550723932,-2.9793594632268574,-39.05423970668849,37.25
1597237914.7519858,55.47592128399354,10.326203310145255,210.79,1,1.4645416763455066,-2.9790953207120174,-39.14079504858737,37.16
1597237914.8519857,55.47592109714273,10.326207514288548,210.78485713656096,1,1.4951195845861098,-2.9791949009839955,-39.22144008583064,37.08
1597237914.9519856,55.4759209557423,10.326211691596246,210.78,1,1.5254655177994394,-2.9794880303175013,-39.362199431579505,36.94
1597237915.0519855,55.475920868368256,10.326215623428421,210.77683682573004,1,1.5539879377818382,-2.97984340728315,-39.504743501683116,36.8
1597237915.1519854,55.47592078457228,10.326219401960994,210.77,1,1.5814021999711723,-2.980586614262154,-39.64362517550267,36.66
1597237915.2519853,55.47592066618438,10.326224788610707,210.77,1,1.6204696764191784,-2.9806225824325696,-39.81822828402859,36.49
1597237915.3519852,55.475920558468104,10.326229668935232,210.76584681059379,1,1.6558693287400705,-2.981091327415084,-39.906415696277264,36.4
1597237915.4519851,55.475920456030615,10.326234278622213,210.76,1,1.6893080158234959,-2.9817337191458337,-40.03680744330296,36.27
1597237915.551985,55.47592035133672,10.326239038510849,210.76,1,1.7238262174423964,-2.9817651044283884,-40.12952536084087,36.18
1597237915.651985,55.47592024694169,10.326243787623826,210.7546941692762,1,1.7582721826271102,-2.9823568489337013,-40.1795026850967,36.13
1597237915.7519848,55.47592014482244,10.326248382990231,210.75,1,1.7916023463777453,-2.9828774952082564,-40.26821239662907,36.04
1597237915.8519847,55.47592005294994,10.326252517252932,210.75,1,1.8215812252776615,-2.9829000733382705,-40.4022015277691,35.9
1597237915.9519846,55.47591996675799,10.326256395890342,210.74667579924153,1,1.8497103348220327,-2.9832721860901796,-40.51486391067505,35.79
1597237916.0519845,55.475919881846714,10.32626021689796,210.74,1,1.8774257122744669,-2.9839978122267414,-40.63659218737094,35.67
1597237916.1519845,55.475919764529046,10.326265496192763,210.74,1,1.91570379038015,-2.984026649311043,-40.764274639438995,35.54
1597237916.2519844,55.47591965816206,10.326270282707114,210.74,1,1.9504073566899465,-2.98405279711866,-40.835703183835975,35.47
1597237916.3519843,55.47591955483173,10.326274932572405,210.74,1,1.9841187374542495,-2.984078200922602,-41.04630690056212,35.26
1597237916.4519842,55.47591939640012,10.32627967919733,210.73482000606847,1,2.018587898725522,-2.984386773197175,-41.154714460572656,35.15
1597237916.551984,55.47591925367489,10.326283884630135,210.73,1,2.049129186444696,-2.984672756021759,-41.341305561065674,34.96
1597237916.651984,55.47591910024621,10.326288544460231,210.73,1,2.0829568432421453,-2.9844493439240796,-41.61698665803819,34.69
1597237916.751984,55.47591894607607,10.326293226576842,210.72460760701676,1,2.1169543841283303,-2.9847941219448275,-41.60111367820725,34.7
1597237916.8519838,55.475918853195424,10.326297359401583,210.72,1,2.1469211096291483,-2.9852979700681646,-41.862454407192565,34.44
1597237916.9519837,55.47591872300009,10.326301470997969,210.71615000441776,1,2.1767682793939387,-2.9855331766276993,-42.01569876419866,34.29
1597237917.0519836,55.47591856093902,10.326306057743938,210.70609390235794,1,2.210090364428007,-2.9863199040145756,-42.173992555177634,34.13
1597237917.1519835,55.4759185,10.326310818256456,210.69551498565298,1,2.2445694565462424,-2.9876866327611245,-42.40368056543625,33.9
1597237917.2519834,55.47591845133479,10.32631553859958,210.68513347917556,1,2.2787440409795074,-2.9890890781654913,-42.58109964737144,33.72
